year,station,do,ph,co,bod,na,tc,wqi
2008,2072,4.1,7.9,4491,16.5,0.1,116,67.06
2008,2082,6.3,7.9,43983,1.83,1.22,188,87.66
2008,1399,6.6,7.8,37,2.25,0.01,13,94.18
2008,1475,6.8,7.1,11,1.65,0.07,33,94.18
2008,1476,6.5,7.5,28,4.55,0.05,44,89.5
2008,1400,7.1,8,49,1.25,0.02,7,94.18
2008,1543,7.6,7.3,93,0.95,0.03,350,88.38
2008,1544,7.4,7,67,2.45,0.13,809,82.94
2008,1545,7,7.3,89,1.5,0.02,42,94
2008,2270,5.4,7.3,75,1.8,0.06,2400,77.32
2008,1546,6.7,7.2,95,1.4,0.1,22,94
2008,1547,6.8,6.9,58,1.9,0.03,53,85.26
2008,1548,5.6,6.8,67,1.9,0.06,137,79.64
2008,2271,5.2,7.2,29,1.65,0.04,144,82.94
2008,2272,6.2,7.1,146,2.1,0.09,2400,82.76
2008,2274,3.6,7,29,2,0.09,170,71.7
2008,2275,6.8,7.2,1370,2.6,0.08,110,87.66
2008,2276,8.1,7.1,335,3.2,0.21,5400,77.36
2008,1093,6.3,7.6,119,3.67,0.37,781,78.08
2008,1094,6.4,7.6,109,3.4,0.42,316,83.7
2008,2162,5.9,7.2,119,4.04,0.65,223,78.08
2008,1461,5.3,7.7,109,3.25,0.38,296,78.08
2008,1092,6,7.8,301,5.43,0.3,1050,77.36
2008,1462,6.6,7.2,131,4.5,0.83,737,78.08
2008,1151,6.8,7.2,110,3.9,0.49,1036,78.08
2008,1152,6.7,7.6,109,4.13,0.28,624,78.08
2008,2198,5.2,7,478,16.3,0.35,1008,67.06
2008,2164,6.9,6.6,291,1.96,1.4,104,78.12
2008,2168,0.7,7.3,12697,45.6,1.32,1259,44.58
2008,2199,6.8,6.6,6232,2.13,2.72,106,77.76
2008,17,6.2,6.5,1638,1.5,0.8,816,72.14
2008,18,7.3,6.6,36,0.6,0.41,1056,73.04
2008,1338,6.4,6.7,41,1,0.75,1179,76.34
2008,2335,5.1,6.8,52,1.6,0.22,1680,74.02
2008,2334,6.8,6.7,183,1.3,0.28,1748,75.98
2008,2333,6.3,6.3,115,0.9,0.5,2865,66.26
2008,2336,7.2,6.7,455,1.1,0.28,753,75.44
2008,20,6.8,6.9,80,0.4,0.52,508,79.46
2008,21,6.8,7,4515,0.4,1.53,427,87.66
2008,42,7.7,7.2,47,1,2,452,88.56
2008,43,7.1,6.8,57,1.5,1.12,681,79.64
2008,1154,6.6,6.3,148,1.2,0.93,935,66.26
2008,1155,1.8,6.8,2012,5.5,1.8,31167,34.72
2008,1156,6.7,6.2,40,0.6,1,1100,66.44
2008,1341,5.8,6.3,65,1.1,2.97,1200,60.82
2008,1565,5.1,6.3,50,1,3.1,1600,60.82
2008,1339,6.6,6.2,42,0.6,1.97,925,66.44
2008,1340,6.6,6.4,43,0.7,3.13,975,66.44
2008,1384,6.7,6.4,50,0.5,3.6,1175,66.44
2008,1342,6.6,6.3,46,0.6,1.07,1010,66.44
2008,1443,5.9,6.4,54,0.7,3.53,985,60.82
2008,1442,7.6,6.7,55,0.7,4.17,1575,76.34
2008,1563,6.5,6.7,72,0.8,2.83,775,76.34
2008,1564,7.3,7.4,71,0.7,4.1,940,82.94
2008,1566,6.3,6.7,79,0.7,2.03,702,76.16
2008,1567,6.9,6.6,33,0.4,1.4,28,84.28
2008,1568,6.8,6.7,46,0.4,1.47,150,81.96
2008,1569,5.9,7.1,6666,0.7,4.13,393,82.04
2008,1570,6.4,7.1,17771,1,5.2,1865,82.04
2008,1571,7.3,6.7,62,0.9,2.8,920,76.34
2008,1572,7.6,6.6,61,0.5,3.4,503,73.04
2008,1573,2.4,6.7,221,2.1,3.97,660,47.88
2008,2284,7.1,6.8,89,1.2,0.4,1600,79.46
2008,2285,6.4,6.7,110,0.5,0.2,3200,76.16
2008,2286,3.5,6.9,105,0.7,0.15,800,62.6
2008,2287,7.4,7.3,155,0.8,1.2,920,82.58
2008,2288,6.8,6.9,77,0.9,1.8,470,85.08
2008,2289,5.5,6.5,75,1.9,0.1,2100,67.42
2008,2290,5.4,6.5,102,4,0.1,680,62.56
2008,2291,4.8,6.8,90,1.1,0.1,1090,68.22
2008,2292,5.8,6.3,87,0.7,0.1,1500,60.64
2008,2293,7.3,6.6,57,0.4,0.25,883,73.04
2008,2294,5.8,7.5,18291,0.8,0.25,1000,76.42
2008,2295,6.2,6.7,2497,0.5,0.15,1100,75.44
2008,2296,7.3,6.1,45,0.7,0.2,1050,66.44
2008,2297,7.6,6.3,39,0.5,0.2,2588,66.44
2008,2298,7.7,6.6,31,0.3,0.15,1300,73.04
2008,2299,5.4,5.9,595,0.8,0.1,1375,59.92
2008,2300,7.4,6.1,30,0.9,0.3,1050,66.44
2008,2301,6.6,5.9,37,0.7,0.1,1725,66.44
2008,2302,6.5,6.5,1135,0.7,0.25,1850,72.14
2008,2303,7.2,5.9,39,0.8,0.55,1500,66.44
2008,2304,6.3,6.5,925,1.1,0.3,1550,72.14
2008,2305,7.6,6.6,50,0.6,0.25,3000,73.04
2008,2306,7.3,6.5,64,1.4,0.5,2850,73.04
2008,2307,7.5,7,74,0.8,0.1,2800,82.94
2008,2326,4.4,7.3,428,0.4,0.15,1090,70.8
2008,2331,6.8,7,169,0.4,0.25,560,82.58
2008,2337,1.7,6.2,181,3,0.45,2208,37.98
2008,2338,3,6.1,80,2,0.13,1240,49.4
2008,1448,6.9,7.8,469,0.89,0.86,5874,82.04
2008,1455,7.7,8.1,266,1.83,1.01,3175,82.4
2008,1456,6.8,7.8,16468,1.65,2,775,82.04
2008,1642,7.5,8.2,233,2.5,0.89,4300,82.4
2008,1643,7.6,8.1,233,1.35,1.43,3200,82.4
2008,1685,7,7.6,593,0.25,1.95,468,87.66
2008,1159,7.6,6.6,118,1.15,0.15,180,78.48
2008,1160,6.8,6.6,179,1.88,0.2,253,78.3
2008,1161,6.8,6.7,172,2.14,0.19,402,81.6
2008,1162,6.9,7.1,260,1.78,0.13,200,88.02
2008,1328,7.3,6.6,94,1.27,0.17,150,78.48
2008,1329,7.4,6.7,88,1.03,0.15,173,81.78
2008,1330,7.2,7.2,439,2.28,0.14,415,87.66
2008,1450,6.8,7.6,749,2.25,0.36,699,82.04
2008,1444,6.9,7.3,252,4.33,1,858,77.72
2008,1894,7,7.3,46,1,0.516,707,82.94
2008,1892,7,7.3,40,1,0.516,81,88.56
2008,2352,7.7,8.1,195,1.1,0.7,10,93.82
2008,1871,8,8.2,572,0.5,0.516,26,93.28
2008,1884,3.8,7.8,1424,155.6,0.66,468,47.4
2008,1870,4.9,7.8,704,3.5,0.516,375,71.74
2008,1023,5.9,7.2,703,5.4,2.05,21000,60.5
2008,1024,5.3,7.4,1095,27,3.35,217500,55.82
2008,1025,6.7,6.9,1094,17.1,19.4,468,75
2008,1026,6.2,7,1312,22.3,17.7,468,78.3
2008,1295,5.7,7.3,732,10.7,2.4,45500,55.82
2008,1473,5,7.2,983,26.1,3.05,135000,50.2
2008,1698,5,7.3,748,7.4,2.65,90000,50.2
2008,1699,5.1,7.2,760,13.5,2.55,122500,55.82
2008,1700,4.5,7.2,856,23.8,3.45,232500,50.2
2008,1701,4.4,7.2,1184,18.1,3.75,70000,50.2
2008,1702,4.5,7.4,1186,22.7,3.07,78333,50.2
2008,1703,5.2,7.5,1036,28.5,3.55,155000,55.82
2008,1704,5.5,7.6,973,27.8,3.33,392500,55.82
2008,1705,5.6,7.6,951,25.8,3.23,712500,55.82
2008,1885,6.4,7.9,378,4.1,0.94,468,82.98
2008,1887,6.8,7,970,25.3,20.2,468,77.74
2008,1717,5.4,7.8,438,1.7,0.41,6,87.66
2008,1424,7.9,6.7,120,1.2,0.516,135,81.78
2008,1457,6.2,7.3,135,1.8,0.516,113,88.38
2008,1627,8.2,7.6,176,1.9,0.516,135,88.2
2008,1628,6.6,7.4,112,1.2,0.516,91,88.38
2008,1458,7.9,7.8,196,0.8,0.516,73,88.2
2008,1624,9,8,269,1.8,0.516,155,88.02
2008,1925,6.7,8,698,1.8965,0.516,468,87.66
2008,1926,9.6,7.6,633,1.8965,0.516,30,93.28
2008,1625,3.2,6.8,389,26,0.516,633,52.52
2008,1626,5.5,7.5,375,24,0.516,383,72.68
2008,1428,5,3.2,630,7,2.5,33,56.18
2008,2050,7,7.8,122,0.65,0.516,3,99.62
2008,2051,7.2,7.8,130,0.93,0.1,3,99.62
2008,2052,6.6,8,151,0.98,0.516,6,93.82
2008,2053,6.7,7.9,188,1.03,0.516,8,93.82
2008,1403,6.1,7.7,120,1.36,0.516,350,88.38
2008,1404,5.4,7.3,141,2.67,0.08,510,77.14
2008,1726,5.8,7.8,161,2.93,0.1,588,76.96
2007,1393,6.7,7.6,253,1.8965,2.8,468,88.02
2007,1150,7,7.7,448,0.4,0.2,42,93.28
2007,1246,4.8,7.5,20360,8.8,0.2,65,67.06
2007,1860,4.9,7.7,904,3.6,0.516,32750,54.88
2007,1861,6.4,8,477,2.4,0.516,22825,70.8
2007,1862,6.7,7.9,14111,2.9,0.516,21000,70.8
2007,1865,5.7,7.6,868,4.2,0.4,57,77.36
2007,1148,6.2,8,899,3.1,0.516,16500,66.12
2007,1149,4.8,7.6,14426,10.4,0.1,148,67.06
2007,1435,6.2,7.4,29920,3.6,0.2,41,88.6
2007,1434,6.7,7.5,5414,359,0.1,14,69.88
2007,1438,4.2,7.8,589,4,0.516,50250,54.88
2007,1399,6.8,7.5,2870,2.5,0.1,1114,82.04
2007,1475,6.5,6.9,1690,1.5,0.1,1331,78.74
2007,1476,6.5,7.1,3110,1.6,0.1,2056,82.04
2007,1400,6.4,7.7,44000,2.3,0.1,1287,82.04
2007,1543,7.2,7.2,70,1.6,0.1,2887,82.94
2007,1544,7.2,6.8,60,2.1,0.1,10403,68.4
2007,1545,7.4,7.1,80,1.4,0.1,1010,82.76
2007,1546,7.2,6.9,80,1.3,0.1,1938,79.46
2007,1547,7.4,7,66,2,0.1,1451,82.94
2007,1548,6.3,6.6,66,1.6,0.1,3293,73.04
2007,1093,6.4,7.3,103,4,0.24,753,78.08
2007,1094,6.7,7.4,103,3.9,0.22,644,78.08
2007,1461,6.6,7.5,97,3.7,0.25,169,83.7
2007,1092,5.7,7.2,531,5.3,0.75,456,77.36
2007,1462,6.4,7.1,113,3.9,0.47,400,83.7
2007,1151,6.6,7.2,88,3.9,0.45,1146,78.08
2007,1152,6.2,7.3,117,4,0.5,638,78.08
2007,17,5.5,6.6,1314,1.7,0.4,668,66.52
2007,18,7.5,6.8,32,0.8,0.3,738,79.64
2007,1338,6.7,6.8,42,1,0.4,804,79.64
2007,20,6.9,6.7,73,0.5,0.2,1242,76.34
2007,21,6.8,6.9,7920,0.5,0.2,813,78.74
2007,42,7.4,7.2,49,1.1,0.3,641,82.94
2007,43,7.2,6.8,58,1.5,0.3,556,79.64
2007,1154,6.8,6.6,115,2,0.5,635,72.86
2007,1155,0.8,6.8,2156,7.4,1,20733,30.04
2007,1156,7.1,6.1,34,0.6,0.5,1975,66.44
2007,1341,5.9,6.2,52,0.5,0.6,1775,60.82
2007,1565,5.1,6.2,55,1.1,0.4,2000,60.82
2007,1339,6.7,6.2,43,0.7,0.4,2100,66.44
2007,1340,5.8,6.2,34,0.6,0.3,1625,60.82
2007,1384,6.4,6.2,39,0.7,0.4,1900,66.44
2007,1342,6.6,6.3,41,0.6,0.3,1442,66.44
2007,1443,5.4,6.2,47,0.7,0.5,1825,60.82
2007,1442,6.7,6.7,80,1.3,0.5,3050,76.16
2007,1563,6.4,7,112,1.4,0.7,5725,82.76
2007,1564,6.3,7.1,83,1,0.4,1080,82.76
2007,1566,6.2,6.5,95,0.8,1.2,2550,72.86
2007,1567,6.9,6.4,41,0.5,0.2,285,72.06
2007,1568,6.8,6.5,51,0.5,0.2,435,78.66
2007,1569,6.6,6.9,11654,0.7,0.3,963,78.74
2007,1570,7,7.2,11962,0.3,0.3,550,82.04
2007,1571,7.5,6.9,52,0.5,0.2,685,79.64
2007,1572,7.4,6.8,68,0.3,0.2,725,79.64
2007,1573,2.8,6.6,1239,2.3,0.6,645,44.04
2007,1448,6.2,7.6,380,0.5,0.5,24583,70.8
2007,1455,7.9,7.9,382,2.1,0.21,2700,82.04
2007,1456,8.1,8,21030,1.7,0.51,463,87.66
2007,1642,7.2,7.7,244,1.2,0.51,1793,82.4
2007,1643,6.7,7.6,231,1.5,0.56,3133,82.4
2007,1685,7,8.1,637,3.5,1.2,468,82.98
2007,1159,7.5,6.5,65,1,0.15,319,78.66
2007,1160,6.8,6.5,88,0.9,0.11,233,78.48
2007,1161,6.8,6.5,128,1.8,0.15,507,72.86
2007,1162,7.8,7.2,250,1.9,0.15,249,88.02
2007,1328,7.2,6.4,71,1.2,0.12,165,72.06
2007,1329,7.4,6.5,71,1.5,0.12,189,78.66
2007,1330,7.6,7.1,428,2.5,0.15,443,87.66
2007,1450,6.8,7.2,856,2.1,0.32,348,87.66
2007,1444,7.3,7.3,152,2,1.28,998,82.58
2007,1894,6.9,7.2,58,1,0.516,55,88.56
2007,1892,7,7.2,56,1,0.516,16.5,94.18
2007,1871,7.9,7.9,385,2.5,0.25,24,93.28
2007,1884,3.9,7.9,2422,74.8,0.78,468,61.44
2007,1870,4.9,7.6,972,19.6,1.8,718,61.44
2007,1023,7.4,7.5,413,2.1,1.23,10775,70.8
2007,1024,6.1,7.8,632,8.1,2.9,162500,61.44
2007,1025,4.9,8.1,852,26.3,18.1,468,67.06
2007,1026,4.5,8.3,996,25.3,15.8,468,67.06
2007,1295,6.7,7.6,425,7.4,2.88,78750,61.44
2007,1473,6.3,7.7,619,7.3,3.28,125000,61.44
2007,1698,6.4,7.7,439,4.2,2.2,440750,66.12
2007,1699,6.5,7.7,686,9.8,2.6,105000,61.44
2007,1700,6.4,7.8,754,13.8,2.53,227500,61.44
2007,1701,6.3,7.7,615,8.2,3.7,622500,61.44
2007,1702,6.2,7.6,457,3.7,2.23,49000,66.12
2007,1703,6,7.8,690,9.6,3,117500,61.44
2007,1704,5.9,7.8,692,11.1,3.5,222500,55.82
2007,1705,5.9,7.7,699,10.4,3.33,967500,55.82
2007,1885,6.5,8.2,1315,2.2,0.05,468,87.66
2007,1887,6.6,8.2,895,26.3,15.5,468,78.3
2007,2047,6.7,7.2,183,50,0.27,468,78.84
2007,2048,6.7,7.4,183,50,0.4,468,78.84
2007,2049,1,7.3,183,49.7,0.6,468,50.74
2007,1717,5.6,7.4,168,2.2,0.38,16,88.2
2007,2050,6.7,7.9,135,0.4,0.516,3,99.62
2007,2051,6.5,7.9,195,0.6,0.516,3,99.44
2007,2052,7.3,7.8,219,0.5,0.516,468,88.2
2007,2053,7.7,7.9,227,0.4,0.516,15,93.64
2007,1424,6.2,7,132,1.6,0.516,102,88.38
2007,1457,6.4,7.4,137,2.1,0.516,58,88.38
2007,1458,6.4,7.6,200,1,0.516,36,93.82
2007,1624,7,7.6,210,2.4,0.516,137,88.2
2007,1625,3.6,7.2,249,4.9,0.516,383,66.48
2007,1626,3.7,7.5,224,4,0.516,394,66.66
2007,1627,7.1,7.3,156,2,0.516,89,88.2
2007,1628,7.1,7.2,127,2,0.516,60,88.38
2007,1925,5.8,7.6,258,1.7,0.516,118,82.4
2007,1926,8.4,7.9,383,0.8,0.516,180,87.66
2007,1427,8.1,7.2,221,5.4,1.95,373,83.52
2007,1428,6.1,3.1,738,5.5,2.73,45,72.1
2007,1631,8,7,164,1.7,1.6,2067,82.58
2007,1632,5.4,7.2,153,1.7,1.78,278,82.58
2007,1633,7,7,161,1.7,2.43,375,88.2
2007,1403,5.2,7.4,120,1.4,0.05,280,82.76
2007,1404,4.7,7.4,139,1.8965,0.11,440,77.14
2007,1726,5.4,7.4,128,3,0.06,565,77.14
2007,1927,6.9,7.2,233,1.5,0.516,119,88.02
2006,1393,6.7,7.61,168.2,1.8965,10.3,468,88.2
2006,1150,7.102,7.945,307.5,1.525,0.11,50,93.28
2006,1246,3.487,7.015,25950,9.2,0.228,1400,55.82
2006,1860,5.35,7.935,735,4.7,0.835,15000,60.5
2006,1861,7.05,7.995,535,4.7,1.195,33500,66.12
2006,1862,6.5,8.14,16410,5.3,1.397,2400,77.36
2006,1865,6.7,7.885,896.5,15,0.42,10,83.92
2006,1148,5.6,8.173,3660,4.6,0.46,6867,71.74
2006,1149,6.085,7.695,933,3.2,0.153,1550,77.36
2006,1435,6.055,7.605,6715,4.3,0.222,140,82.98
2006,1434,6.7,7.215,15580,431.5,0.395,8,69.88
2006,1436,7.93,8.32,2160,1.46,0.277,5,98.9
2006,1438,4.9,7.943,504.7,3.1,0.603,2367,66.12
2006,1399,6.625,7.725,149.3,2.175,0.123,60,88.38
2006,1475,5.175,6.95,464,1.5,0.7,255,65.54
2006,1476,6.4,7.45,142.8,2.025,0.155,4073,82.76
2006,1400,6.2,7.9,218,1.575,0.615,85,88.2
2006,1543,7.4,6.733,344.3,1.7,0.9,160,81.06
2006,1544,7.6,6.775,213.3,1.3,0.173,3275,75.98
2006,1545,7.35,7.1,214.8,1.425,0.15,285,88.2
2006,1546,7.675,6.875,103.3,1.025,3.367,96,85.08
2006,1547,7.125,7.55,418.3,1.725,0.45,106,87.66
2006,1548,7,6.725,497.3,1.575,0.135,5425,75.44
2006,1093,6.543,7.229,130.4,4.014,0.307,187,83.7
2006,1094,6.7,7.307,121.5,3.857,0.264,162,83.7
2006,1461,7.1,7.507,102.5,4.633,0.21,152,83.7
2006,1092,6.333,7.277,542,5.4,7.187,207,82.98
2006,1462,6.471,7.379,204.3,3.729,0.309,174,83.52
2006,1151,6.371,7.061,214,4.5,0.346,292,83.52
2006,1152,6.7,7.44,153.3,4.4,0.65,305,83.52
2006,17,6.2,6.457,881.1,1.757,0.326,541,65.54
2006,18,7.286,6.586,82.9,1.071,0.233,470,78.48
2006,1338,6.525,6.5,124.1,1.313,0.227,844,72.86
2006,20,6.917,6.95,185.4,0.467,0.112,433,71.7
2006,21,6.8,7.043,8489.9,0.414,0.153,473,87.66
2006,42,7.075,7.25,107.3,0.988,0.369,384,88.38
2006,43,7.013,6.712,151.4,1.4,0.397,485,81.6
2006,1154,6.787,6.65,119.3,1.637,0.4,574,72.86
2006,1155,4.1,6.775,511.4,6.788,1.373,3100,54.84
2006,1156,6.9,6.8,224,0.733,0.438,2500,79.28
2006,1341,6.867,6.833,292.7,0.633,0.575,2400,79.1
2006,1565,6.467,6.6,240,1.033,0.66,2733,72.5
2006,1339,6.667,6.933,268,0.933,0.893,3300,65.9
2006,1340,6.967,6.933,268,0.833,0.4,2233,65.9
2006,1384,6.733,6.867,324,0.933,0.455,2233,78.74
2006,1342,6.714,6.957,143.4,0.671,0.449,2171,66.26
2006,1443,6.733,6.733,242.7,0.9,0.743,2833,75.8
2006,1442,7.233,6.867,75.7,1.1,0.853,2300,79.46
2006,1563,6.233,6.9,104.7,0.867,1.267,2233,79.46
2006,1564,6.867,7.067,336.7,0.533,0.285,455,87.66
2006,1566,6.433,6.667,339.3,0.6,0.292,967,72.14
2006,1567,7.033,6.533,141.3,0.533,0.135,740,72.86
2006,1568,6.633,7.067,237,0.633,0.45,800,82.4
2006,1569,6.833,7,18389,0.7,0.345,583,82.04
2006,1570,6.333,7.167,24535.7,0.7,0.332,447,87.66
2006,1571,7.033,7.033,241,0.267,0.232,1260,82.4
2006,1572,7,7.133,302,0.7,0.168,933,82.04
2006,1573,3.5,6.567,1285.3,2.133,0.347,443,60.9
2006,1448,6.243,7.253,405.6,0.857,1.269,21469,70.8
2006,1642,6.9,8.2,211,2.8,2.12,2200,82.58
2006,1643,7.8,8.5,197,0.6,3.01,3500,82.58
2006,1685,7.3,8.6,528,0.9,4.8,468,84.36
2006,1159,7.95,6.565,188.5,1.5,0.08,66,78.3
2006,1160,5.8,6.6,107,1,0.265,58,72.86
2006,1161,6.975,6.725,144.3,1.5,0.22,98,81.78
2006,1162,5.35,7.19,216.3,1.325,0.263,31,88.2
2006,1328,7.525,6.61,93.3,1.5,0.283,26,84.1
2006,1329,7.15,6.56,141,1.1,0.25,73,78.48
2006,1330,4.325,7.045,547,2.075,0.25,109,76.42
2006,1450,6.925,7.633,552,2,0.217,570,82.04
2006,1444,6.825,7.125,299.3,3.667,1.525,771,77.72
2006,1892,6.7,7.267,92.7,1.333,0.516,41,94
2006,1894,6.75,7.3,169.3,1.667,0.516,47,93.82
2006,1885,5.87,7.84,895.5,4.35,0.516,468,77.36
2006,1023,6.033,7.367,323.3,3.267,0.667,6867,77.36
2006,1024,5.1,7.85,785,12,1.65,36500,55.82
2006,1295,4.867,7.367,568,12,1.367,27667,50.2
2006,1473,4.833,7.533,760,13.333,1.933,30000,50.2
2006,1698,5.1,7.367,388,6.933,1.4,43067,55.82
2006,1699,6.8,7.3,433.5,5.4,1.35,9250,77.36
2006,1700,4.2,7.367,758,14.667,1.7,83667,50.2
2006,1701,5.533,7.3,453.3,9.333,1.567,88333,55.82
2006,1702,5.2,7.3,391.3,6.267,1.4,54067,55.82
2006,1703,4.2,7.733,825.3,21,1.4,76667,50.2
2006,1704,4.033,7.667,855,21.333,1.767,148667,33.34
2006,1705,4.133,7.633,811.3,20.333,1.667,110333,50.2
2006,1025,5.35,7.55,682.5,17,20.45,468,72.12
2006,1026,4.05,7.85,773.5,16,19.35,468,50.2
2006,1887,6.25,7.9,770,14,19.4,468,78.3
2006,1870,6.65,7.875,914.5,43,0.824,16900,61.44
2006,1871,7.2,9.01,340.5,4.6,2.955,23,72.1
2006,1884,6.27,7.89,3638,149.75,0.516,468,64.26
2006,1717,6.1,7.1,183,3.1,0.3,14,89.14
2006,2047,0.6,7.3,646,87,6.8,468,45.52
2006,2048,6.7,7.9,1151,130,8.3,468,64.26
2006,2049,6.7,7.1,912,126,6.7,468,64.26
2006,1427,7.2,7,183,5.2,2.6,180,83.52
2006,1428,4.6,3,350,6.2,2.2,49,56.18
2006,1631,8.8,7,172,1.6,5,2800,82.58
2006,1632,10,7.1,150,1,4,350,88.38
2006,1633,9,7.3,158,1.8,7.2,280,88.2
2006,2050,7.767,7.543,183,0.5,0.516,468,88.2
2006,2051,7.167,8.143,183,0.6,0.516,468,88.2
2006,2052,8.533,7.857,170,0.4,0.516,468,88.2
2006,2053,8.867,7.793,216,0.5,0.516,468,88.2
2005,1861,5.6,7.65,375.2,1.758,1.995,18417,65.18
2005,1861,6.7,7.76,233.3,10.825,5.657,468,78.66
2005,1861,6.7,7.3,183,1,1.01,37000,71.34
2005,1861,6.7,7.3,183,112,5.5,6400000,57.3
2005,1861,7.2,7.84,342.8,1.764,0.528,230,87.66
2005,1861,5,7.22,18370.3,19.663,0.452,13525,50.2
2005,1861,6.2,8.11,480,11.333,0.39,18810,61.44
2005,1861,7.2,8.07,580,4,0.37,280,82.98
2005,1861,6.2,7.98,11125,5,0.39,50350,66.12
2005,1861,3.9,7.92,1039,14.847,1.412,36,67.06
2005,1861,7.2,7.42,246.9,4.632,0.791,118311,66.48
2005,1861,6.9,6.44,302.9,2.304,0.231,116,71.16
2005,1861,7.8,6.69,255.9,2.754,0.348,140,78.12
2005,1861,6.7,7.35,346.1,1.893,0.973,148,87.66
2005,1861,8.3,6.68,348.9,2.503,1.686,155,77.76
2005,1861,8.1,6.18,187.4,2.375,0.196,155,71.7
2005,1861,7.7,6.55,121.8,2.242,1.136,164,78.48
2005,1861,8.6,6.56,181.4,2.423,0.276,155,78.3
2005,1861,7.7,6.45,302.5,2.144,0.163,142,71.16
2005,1861,7.4,6.07,142.8,1.681,0.276,140,71.88
2005,1861,7,8.16,4545,4.165,0.343,27550,66.12
2005,1861,5.9,7.36,761,6.1,0.083,4600,67.06
2005,1861,4.1,7.57,29369.3,7.08,0.302,1993,61.44
2005,1861,3.9,5.27,5914,441.8,0.512,10,36.52
2005,1861,5.7,7.62,665,2.12,0.86,6000,76.42
2005,1861,6.1,8,602.5,5.64,1.035,38428,66.12
2005,1861,6.2,7.88,540.7,9.75,17.387,1100,72.68
2005,1861,6.3,8.05,634.3,13,10.89,75,78.3
2005,1861,7.1,7.2,280.5,1.6,0.48,95,88.02
2005,1861,7.4,7.27,253.3,1.333,0.17,37,93.64
2005,1861,7.3,7.3,236.7,4,0.08,58,83.34
2005,1861,5.9,6.6,1359.5,1.755,0.326,387,72.14
2005,1861,7.4,6.68,39.3,1.164,0.204,298,78.66
2005,1861,7.1,6.75,41.9,1.325,0.18,378,81.96
2005,1861,6.8,6.92,70.8,0.458,0.117,353,72.06
2005,1861,6.8,6.98,7179.1,0.475,0.206,466,71.16
2005,1861,6.8,7.03,36.8,1.117,0.146,624,82.94
2005,1861,7.2,6.76,59.8,1.692,0.449,357,81.96
2005,1861,6.2,6.63,106.8,1.275,0.444,360,78.48
2005,1861,6.6,6.77,250.7,1.383,1.54,3383,75.8
2005,1861,6.9,6.95,51.3,0.625,0.518,3100,66.44
2005,1861,6,6.75,641,0.975,0.792,3600,75.44
2005,1861,5.4,6.85,73.3,1.075,0.457,8375,74.02
2005,1861,6.7,6.93,65,0.675,0.77,4200,66.44
2005,1861,6.9,6.85,56.3,0.575,0.383,3400,79.64
2005,1861,6.5,6.98,59.3,0.575,0.345,2600,66.44
2005,1861,6.8,7.06,63.3,0.567,0.404,2825,82.94
2005,1861,5.8,6.73,73,0.7,0.315,3500,70.72
2005,1861,6.8,6.8,69.8,0.7,0.61,1775,79.64
2005,1861,7.1,6.83,80,0.7,0.835,1475,79.46
2005,1861,6.3,7.15,65.5,1.05,0.223,595,82.94
2005,1861,6.3,6.95,77.5,0.65,0.208,775,66.26
2005,1861,6.9,6.65,34,0.5,0.095,215,78.66
2005,1861,6.4,6.75,49.3,0.675,0.193,350,81.96
2005,1861,6.8,7.35,18568.3,1.15,0.14,660,82.04
2005,1861,6.8,7.08,19740.8,0.975,0.165,515,82.04
2005,1861,7.1,6.98,58.3,0.55,0.152,510,66.44
2005,1861,7,7.23,67.5,0.425,0.09,453,88.56
2005,1861,2.4,6.43,1041.3,2.025,1.05,373,43.06
2005,1861,6.7,7.56,128.4,4.942,0.447,250,83.7
2005,1861,6.8,7.68,123.2,4.475,0.4,236,83.7
2005,1861,6.5,7.33,135.8,4.4,0.33,208,83.7
2005,1861,5.1,7.45,5168.8,9.875,1.81,210,72.68
2005,1861,6.5,7.34,128.5,5.125,0.819,230,83.7
2005,1861,6.6,7.47,143.8,4.958,0.667,358,83.7
2005,1861,6.6,7.75,136.8,4.5,0.505,203,83.7
2005,1861,7.9,7.85,76.5,3,0.516,55,88.38
2005,1861,7.4,7,82.3,2.027,0.516,44,94
2005,1861,7,7.9,77.5,3.525,0.516,45,89.32
2005,1861,6.9,7.73,85.3,3.233,0.516,63,83.7
2005,1861,7.3,7.77,128.3,4.043,0.516,66,83.7
2005,1861,8,7.8,132,3.4,0.516,54,83.7
2005,1861,5.5,6.58,121.3,11.57,0.516,315,63.5
2005,1861,7,7.43,136.7,8.693,0.516,252,79.02
2005,1861,6.6,7.15,199,7.475,2.1,288,78.84
2005,1861,6.4,3.05,605,5.067,4.8,45,72.1
2005,1861,7.1,7.03,147.3,2.1,1,2300,82.76
2005,1861,8.1,7.03,148.3,1.967,0.516,307,88.38
2005,1861,8.3,7.1,152,2.133,0.516,413,88.2
2005,1861,7.4,6.6,183,1.8965,0.516,468,78.3
2005,1861,6.8,6.3,183,1.8965,0.516,468,71.7
2005,1861,6.1,7.15,183,1.8965,0.516,468,88.2
2005,1861,7.5,7.2,183,1.8965,0.516,468,88.2
2005,1861,7.5,7.8,286.5,1.775,0.51,17625,71.16
2005,1861,7.5,7.35,30683,2.25,0.745,2145,82.04
2005,1861,6,7.55,214.5,3.125,0.895,10950,66.66
2005,1861,6.3,7.43,201.3,2.175,0.76,4500,82.58
